title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
"Umpires, referees, and other sports officials",entertainment-and-sports,27-2023,38820.0,High school diploma or equivalent,19300.0,5,"The occupation is a hybrid of physical presence and objective data processing. While computer vision and AI can already automate 'calls' (like strike zones or out-of-bounds) with higher accuracy than humans, the role still requires physical presence to manage player conduct, ensure safety, and handle real-time interpersonal disputes on the field.",0.5,0.3125,0.2499999999999999,0.1666666666666666,0.0,0.98,0.3125,-0.48,0.2708333333333333,3,0.5
Urban and regional planners,life-physical-and-social-science,19-3051,83720.0,Master's degree,44700.0,7,"Urban planners perform heavy knowledge work including data analysis, GIS mapping, and report writing, all of which are highly susceptible to AI enhancement and automation. However, the role requires significant physical site inspections and high-stakes interpersonal negotiation with government officials and the public, which provides a buffer against total automation.",0.7,0.4772727272727273,0.0,0.5795454545454546,0.0959,0.13,0.3813727272727273,0.57,0.4243909090909091,3,0.6041
Veterinarians,healthcare,29-1131,125510.0,Doctoral or professional degree,86400.0,4,"Veterinary work is a hybrid of physical procedures and complex diagnostic knowledge work. While AI will significantly enhance diagnostic accuracy through image analysis (X-rays/ultrasounds) and treatment planning, the core of the job requires physical surgery, manual examinations, and high-stakes interpersonal communication with pet owners that cannot be automated.",0.4,0.2702702702702703,0.081081081081081,0.2297297297297297,0.0926,0.038,0.17767027027027027,0.36200000000000004,0.2542900900900901,3,0.3074
Veterinary assistants and laboratory animal caretakers,healthcare,31-9096,37320.0,High school diploma or equivalent,117800.0,2,"The core duties of this occupation are almost entirely physical and manual, involving the handling, feeding, and restraining of live animals in unpredictable environments. While AI might assist with peripheral administrative tasks or diagnostic data entry, it cannot replace the physical presence and manual dexterity required for animal care, sterilization, and surgical assistance.",0.2,0.2222222222222222,0.1111111111111111,0.1481481481481481,0.0179,0.86,0.2043222222222222,-0.6599999999999999,0.1467074074074074,3,0.2043222222222222
Veterinary technologists and technicians,healthcare,29-2056,45980.0,Associate's degree,134200.0,4,"The core of this occupation involves physical tasks that AI cannot perform, such as restraining animals, administering anesthesia, performing surgery prep, and providing emergency first aid. However, AI has significant exposure in the diagnostic and administrative aspects of the job, including analyzing lab results, interpreting X-rays, and managing patient records, which may increase individual productivity.",0.4,0.1639344262295082,0.0655737704918032,0.1475409836065573,0.0,0.029,0.1639344262295082,0.371,0.18797814207650276,3,0.4
Waiters and waitresses,food-preparation-and-serving,35-3031,33760.0,No formal educational credential,2329700.0,3,"While AI and automation are increasingly handling digital tasks like order-taking and payments via kiosks or mobile apps, the core of the job remains physical and interpersonal. The physical requirements of carrying trays, clearing tables, and providing real-time human hospitality in a dynamic environment create a significant barrier to full AI replacement.",0.3,0.183673469387755,0.0816326530612244,0.2244897959183673,0.0,0.94,0.183673469387755,-0.6399999999999999,0.16122448979591833,3,0.3
Water and wastewater treatment plant and system operators,production,51-8031,58260.0,High school diploma or equivalent,132400.0,5,"The occupation is a hybrid of physical labor and digital monitoring, with AI and advanced automation already contributing to a projected 7% decline in employment. While AI can optimize chemical dosing, analyze sensor data, and manage complex system flows, the role still requires physical presence for equipment maintenance, manual sampling, and emergency response to mechanical failures.",0.5,0.125,0.125,0.125,0.0,0.61,0.125,-0.10999999999999999,0.20833333333333334,3,0.5
Water transportation workers,transportation-and-material-moving,53-5000,66490.0,See How to Become One,84300.0,3,"The core of the work is physical and requires real-time presence in unpredictable maritime environments, involving manual tasks like equipment maintenance, cargo handling, and emergency response. While AI can assist with navigation, fuel optimization, and predictive maintenance for engineers, the high-stakes physical safety requirements and the need for human intervention in complex docking or mechanical failures limit overall exposure.",0.3,,,,,,,,0.3,1,
Web developers and digital designers,computer-and-information-technology,,95380.0,Bachelor's degree,214900.0,9,"This occupation is entirely digital, with core tasks like writing code (HTML, JavaScript), designing layouts, and creating prototypes being areas where AI has demonstrated high proficiency. AI tools can now generate functional code from natural language and create sophisticated visual mockups, significantly increasing individual productivity and potentially reducing the number of developers needed for standard projects.",0.9,,,,,,,,0.9,1,
"Welders, cutters, solderers, and brazers",production,51-4121,51000.0,High school diploma or equivalent,457300.0,2,"The core of this occupation is highly physical, requiring manual dexterity, physical stamina, and real-time adaptation to unpredictable environments like construction sites or repair shops. While AI and robotics can automate routine assembly-line welding, the specialized, non-routine tasks and the need for physical presence in varied locations provide a strong barrier against AI displacement.",0.2,0.088235294117647,0.0784313725490196,0.0392156862745098,0.0,0.94,0.088235294117647,-0.74,0.09607843137254901,3,0.2
